"","pub_date","main","score"
"652","2016-01-27","In Race for FIFA President, Two Front-Runners and Many Possibilities",-0.142857142857143
"653","2016-01-27","The Ethics of a Child Pornography Sting",0
"654","2016-01-27","Review: 'The Burial at Thebes,' a Vicious but Poetic Tale Retold",0
"655","2016-01-27","Psychic Who Bilked Man of More Than $550,000 Is Set Free",0.4
"656","2016-01-27","Prosecutor in Etan Patz Trial May Participate in Retrial, Judge Rules",0
"657","2016-01-27","Let It Snow, Let It Snow &#8230; and Paul Ryan&#8217;s Live Stream Captured It",-0.222222222222222
"658","2016-01-27","Quotation of the Day",0
"659","2016-01-27","The Spurs Are Great, but the Warriors Are Much, Much Better",0.333333333333333
"660","2016-01-27","Corrections: January 27, 2016",0.5
"661","2016-01-27","How Iran Rejoined the World's Economy in Just 10 Days",0.166666666666667
"662","2016-01-27","Henry Worsley and the Urge to Explore",0
"663","2016-01-27","Paid Notice: Deaths  DRAZEN, RUTH YORKIN",-0.166666666666667
"664","2016-01-27","Arrests and a Death in a Confrontation With Ammon Bundy and the Police",-0.333333333333333
"665","2016-01-27","Apple Says Sales of iPhones Have Slowed",0
"666","2016-01-27","A Japanese Stew Puts Root Vegetables to Good Use",0.142857142857143
"667","2016-01-27","To Prevent Back Pain, Orthotics Are Out, Exercise Is In",0
"668","2016-01-27","Paid Notice: Deaths  MCQUEENY, JOHN M.",-0.2
"669","2016-01-27","Super Bowl Spotlight on Santa Clara Reveals How It Has Changed",0.142857142857143
"670","2016-01-27","Merger of Huntington and FirstMerit to Create Banking Giant in Ohio",0.142857142857143
"671","2016-01-27","Beyond Labels",0
"672","2016-01-27","Italy's Strange Choice to Hide Its Art",0.2
"673","2016-01-27","Adolf Eichmann's 1962 Letter to President Yitzhak Ben-Zvi of Israel",0
"674","2016-01-27","Food Lovers Aim to Give the Bronx Its Due",0.333333333333333
"675","2016-01-27","1941: French Leaders Must Take Oath",0
"676","2016-01-28","Warming Up to Sale at Artists &amp; Fleas",0.2
"677","2016-01-28","So What Would It Mean to 'Beat China' on Trade?",-0.5
"678","2016-01-28","Family Band Performed at Oregon Refuge",0.2
"679","2016-01-28","Serena Williams Routs Radwanska and Nears a 22nd Major Title",0.142857142857143
"680","2016-01-28","Red Bulls Defender Matt Miazga Likely Headed to Chelsea",0.125
"681","2016-01-28","Attack Ad From Ted Cruz Signals Marco Rubio&#8217;s Gains in Iowa",0
"682","2016-01-28","Ex-Department of Justice Lawyer Faces Penalties in Leak of N.S.A. Program",0
"683","2016-01-28","Paid Notice: Deaths  MURPHY, ELINOR C.",-0.2
"684","2016-01-28","New York Today: Making History, on Ice",0
"685","2016-01-28","The Supreme Court Rules for Common Sense in Electricity Case",0.428571428571429
"686","2016-01-28","Chris Hemsworth Is the New Face of Australia",0
"687","2016-01-28","Fox News vs. Trump: Setting Free the Golden Goose",0.285714285714286
"688","2016-01-28","California: Brown Seeks Changes in Sentencing Laws",0
"689","2016-01-28","Paid Notice: Deaths  ZAGER, LEYA",-0.2
"690","2016-01-28","What It's Like to Live in Iowa Before the Caucuses",0.5
"691","2016-01-28","Paid Notice: Deaths  BARSOUM LOSADA, ELISA",-0.166666666666667
"692","2016-01-28","Fox Names Golf Analyst",0
"693","2016-01-28","Be a French Girl. Or Just Look Like One.",0.333333333333333
"694","2016-01-28","France: Proposal Is Raised for New Penalties on Iran",-0.166666666666667
"695","2016-01-28","Program by Alphabet Beats a Human Professional at Go",0
"696","2016-01-28","'Hamilton' Ticket Scams",0
"697","2016-01-28","China Urging Afghanistan to Restart Peace Talks With Taliban",0.142857142857143
"698","2016-01-28","An Alice Waters Recipe, to Celebrate an Ambitious New Museum",0.142857142857143
"699","2016-01-28","Department of Justice Reaches Agreement With Ferguson",0.4
"700","2016-01-28","Advice on Out-Debating Ted Cruz From Someone Who Did",0
"701","2016-01-29","Review: Rihanna, Blissfully Adrift, Juggles Styles on 'Anti'",0.142857142857143
"702","2016-01-29","Review: 'I make me [sic]' by Will Rawls",0.2
"703","2016-01-29","Classical Music Listings for Jan. 29-Feb. 4",0.2
"704","2016-01-29","Moderates Under Pressure in Iran",0.333333333333333
"705","2016-01-29","Paid Notice: Deaths  PARDEE, MARGARET",-0.2
"706","2016-01-29","Colleges That Ask Applicants About Brushes With the Law Draw Scrutiny",0.142857142857143
"707","2016-01-29","Puerto Rico Debt Negotiations Resume",0.2
"708","2016-01-29","For Jean Dubuffet, the Art Brut Founder, a Gallery Show",-0.142857142857143
"709","2016-01-29","Xerox Planning Spinoff, Under Pressure From Carl Icahn",0
"710","2016-01-29","Chappatte on the E.U.'s Migrant Crisis",-0.25
"711","2016-01-29","Gina Rodriguez Asks Latino Audiences to Support Latino Actors",0.125
"712","2016-01-29","Paid Notice: Deaths  ALDERMAN, NANCY",-0.2
"713","2016-01-29","Family Gospel Band Provided Soundtrack for Oregon Refuge Standoff",0.25
"714","2016-01-29","Iowa Caucus Envy",-0.333333333333333
"715","2016-01-29","Review: 'Wide Awake Hearts' and the ABC's of Infidelity",0.166666666666667
"716","2016-01-29","New York Arts Organizations Lack the Diversity of Their City",0
"717","2016-01-29","7 Hamas Members Are Killed in Tunnel Collapse in Gaza",-0.333333333333333
"718","2016-01-29","N.R.A. Victories in Congress Grow With Chief Lobbyist's Role",0.142857142857143
"719","2016-01-29","Bernie Sanders Rallies Volunteers in Iowa With a Call for Turnout",0.285714285714286
"720","2016-01-29","No. 8 Maryland Ends a Nine-Game Run by No. 3 Iowa",-0.2
"721","2016-01-29","Michigan Officials' Emails on Water Quality",0.2
"722","2016-01-29","Friday Night Music: Lucius, Madness",-0.2
"723","2016-01-29","Hillary Clinton and the Huge 3D Printer",0
"724","2016-01-29","W.N.B.A. Changes Its Playoff Format",0
"725","2016-01-29","1966: France Returns to Common Market",0.25
"726","2016-01-30","Screen Actors Guild Awards Red Carpet",0.166666666666667
"727","2016-01-30","Como o virus Zika tem afetado voce?",0
"728","2016-01-30","Burundi Mass Grave Clues Seen in Satellite Photos, Group Says",-0.111111111111111
"729","2016-01-30","Stuff We Liked: Blockbuster Articles and Insights Into Bear Markets",0.285714285714286
"730","2016-01-30","Experiencing the Presidential Campaign: A Virtual Reality Film",0
"731","2016-01-30","Daughter-in-Law of Chile's President Faces Corruption Charge",-0.333333333333333
"732","2016-01-30","22 Clinton Emails Deemed Too Classified to Be Made Public",0
"733","2016-01-30","Paid Notice: Deaths  BECK, JOEL ISAAC",-0.166666666666667
"734","2016-01-30","Columbia Still Perfect in Ivy",0.25
"735","2016-01-30","Our Man in Iowa: A Scramble to Turn Out Voters After the Debate",-0.166666666666667
"736","2016-01-30","Pinter Estate Shuts Door on 'The Room'",0
"737","2016-01-30","Modify Prison Sentences",-0.666666666666667
"738","2016-01-30","Lavish Spending by the Wounded Warrior Project",0
"739","2016-01-30","Syria Talks Are Complicated by Competing Opposition Groups",-0.333333333333333
"740","2016-01-30","Hillary Clinton Campaigns: Watch in Virtual Reality",0
"741","2016-01-30","Last Call to Enroll for 2016 Insurance Under the Affordable Care Act",0.285714285714286
"742","2016-01-30","The Iowa Push",-0.5
"743","2016-01-30","Review: From Trisha Brown, Three Last Dances (Maybe) in Brooklyn",0.125
"744","2016-01-30","Bill Cunningham | Blizzard City",0
"745","2016-01-30","Super Bowl Referee Is No Stranger to Bizarre Episodes",0
"746","2016-01-30","Leaders Deny Strife Caused Departures From Politico ",-0.333333333333333
"747","2016-01-30","Bernie Sanders Sings &#8216;This Land Is Your Land&#8217; With Vampire Weekend",0
"748","2016-01-30","The War for the West Rages On",-0.666666666666667
"749","2016-01-30","Review: 'A Dream of Red Pavilions,' a Love Story Born in the Spirit World",0.111111111111111
"750","2016-01-30","Oxford University Will Keep Statue of Cecil Rhodes",0.142857142857143
"751","2016-01-31","Students Say Racial Hostilities Simmered at Historic Boston Latin School",-0.111111111111111
"752","2016-01-31","Adam Silver and the Art of Giving Dap",0.6
"753","2016-01-31","At Some Restaurants in China, a Shortcut to Addictive Food: Poppies",-0.166666666666667
"754","2016-01-31","Peter Stuyvesant and the Fun-House Mirrors",0
"755","2016-01-31","Paid Notice: Memorials  DEUTSCH, DAVID",0
"756","2016-01-31","Review: In 'Saala Khadoos,' a Female Boxer Rises From the Streets in India",0
"757","2016-01-31","Paid Notice: Deaths  COOPER, RICHARD A",0
"758","2016-01-31","To Text or Not to Text: A Dating Conundrum",0
"759","2016-01-31","In Ghent, a Wood-Fired Oven With the Warmth of a Hearth",0.2
"760","2016-01-31","Review: 'God of Carnage' Puts Parents in a Metaphoric Bull Ring",0
"761","2016-01-31","Hillary Clinton Campaign Declined Bill de Blasio&#8217;s First Offer to Help in Iowa",0
"762","2016-01-31","Madoff's Multibillion-Dollar Mirage Arrives on TV",0
"763","2016-01-31","Here's the Beauty of Trump",0.333333333333333
"764","2016-01-31","The Brooklyn Apartment That Almost Got Away",0
"765","2016-01-31","Cavaliers Finally Beat the Spurs",-0.25
"766","2016-01-31","How Eileen Myles, Poet, Spends Her Sundays",0
"767","2016-01-31","A Television Movie Revisits Charles Manson",0
"768","2016-01-31","On the Beat of Black Lives and Bloodshed",-0.25
"769","2016-01-31","Koch Political Group Spent $400 Million in 2015, Officials Say",0.142857142857143
"770","2016-01-31","Martin O&#8217;Malley Took Out Loan to Keep Candidacy Afloat, Filings Show",0
"771","2016-01-31","More Democratic Debates in the Works",-0.333333333333333
"772","2016-01-31","Paid Notice: Deaths  BECK, LELAND STUART",-0.166666666666667
"773","2016-01-31","Kerber Keeps Cool in Australia, Long a Williams Safe Haven ",0.125
"774","2016-01-31","'The Birth of a Nation' Sweeps Top Awards at the Sundance Film Festival",0.25
"775","2016-01-31","President Xi Jinping of China Is All Business in Middle East Visit",0
"776","2016-02-01","Terror Threats Thaw Budgets Across Europe",-0.333333333333333
"777","2016-02-01","Sacai's Jewelry Collaboration With Sophie Bille Brahe",0.166666666666667
"778","2016-02-01","Paid Notice: Deaths  HARRISON, NORA M.",-0.2
"779","2016-02-01","Bernie Sanders and the Youth Vote",0
"780","2016-02-01","Bernie's Revolution vs. Hillary's Getting Things Done",-0.333333333333333
"781","2016-02-01","Late Goal Gives U.S. Hope That 2016 Will Be a Brighter Year",0.428571428571429
"782","2016-02-01","Garciavelez: Fall 2016",-0.5
"783","2016-02-01","Barclays and Credit Suisse to Settle 'Dark Pool' Inquiries",0.142857142857143
"784","2016-02-01","2 Deadly Bronx Fires Raise Concerns Over Squatting",-0.666666666666667
"785","2016-02-01","Seven Marathons in Seven Days, Crossing Each Finish Line for Fellow Marines",0
"786","2016-02-01","ScienceTake | Plants Can Count?",0
"787","2016-02-01","Turning an Out-of-Control Ship Away From France",-0.2
"788","2016-02-01","Access to Palliative Care",0.666666666666667
"789","2016-02-01","Review: 'The Grand Paradise' Summons a '70s Pleasure Palace",0.5
"790","2016-02-01","Paid Notice: Deaths  KELLER, DOLORES ELAINE",-0.166666666666667
"791","2016-02-01","Solid Bench Effort Propels Clippers to Victory Over Bulls",0.142857142857143
"792","2016-02-01","Catch. No Catch. You Make the Call",-0.25
"793","2016-02-01","No Corrections: February 1, 2016",0.5
"794","2016-02-01","Warriors&#8217; League of Their Own Needs Time: Four Months ",-0.166666666666667
"795","2016-02-01","Bettman to Stay With N.H.L.",0
"796","2016-02-01","<U+5931><U+4E1A><U+7684><U+7F05><U+7538><U+5927><U+8C61>",0
"797","2016-02-01","Using a Mother&#8217;s Microbes to Protect Cesarean Babies",0.333333333333333
"798","2016-02-01","Lucio Castro: Fall 2016",-0.333333333333333
"799","2016-02-01","Paid Notice: Deaths  BARNETT, JOHN M.",-0.2
"800","2016-02-01","Google Artificial Intelligence Beats Expert at Go Game",0.166666666666667
"801","2016-02-02","Butterflies for Ted Cruz, Determined Foe of Ethanol Mandates",-0.142857142857143
"802","2016-02-02","Paid Notice: Deaths  PISCITELLI, PETER",-0.2
"803","2016-02-02","'Grease: Live!' Ratings Make Strong Case for TV Musicals",0.142857142857143
"804","2016-02-02","Iowa's Republican Caucus Results, Precinct by Precinct",0
"805","2016-02-02","Just One More Question",0
"806","2016-02-02","U.S. Fortifying Europe's East to Deter Putin",0
"807","2016-02-02","Drummond and Pistons Outlast Nets; Suns Fire Hornacek",-0.142857142857143
"808","2016-02-02","Let the Moon Be Your Guide in Finding Five Planets",0
"809","2016-02-02","8 New Destination Hotels for 2016",0
"810","2016-02-02","Hospitals Focus on Doing No Harm",0
"811","2016-02-02","Close but Not Quite",-0.5
"812","2016-02-02","Fire at Virginia Smokehouse Leaves Pork-to-Table Movement Reeling",-0.142857142857143
"813","2016-02-02","New Hampshire Offers Hope to Candidates Who Lagged in Iowa",0.285714285714286
"814","2016-02-02","A Union Divided by Multiple Crises",-0.25
"815","2016-02-02","British Researcher Gets Permission to Edit Genes of Human Embryos",0.125
"816","2016-02-02","Italian-Iranian Hall of Mirrors",0
"817","2016-02-02","Boko Haram Raid in Nigeria Kills at Least 65",-0.333333333333333
"818","2016-02-02","How Free Electricity Helped Dig $9 Billion Hole in Puerto Rico",0.125
"819","2016-02-02","Economists Sharply Split Over Trade Deal Effects",0
"820","2016-02-02","After Retrial, Brooklyn Teenager Is Convicted in Fatal Shooting on Bus",-0.285714285714286
"821","2016-02-02","Paid Notice: Deaths  PISCITELLI, PETER",-0.2
"822","2016-02-02","Mark Emmert Gets Contract Extension From N.C.A.A.",-0.166666666666667
"823","2016-02-02","Little Separates Bernie Sanders and Hillary Clinton in Tight Race in Iowa",-0.111111111111111
"824","2016-02-02","Spend the Money for the Good Boots, and Wear Them Forever",-0.166666666666667
"825","2016-02-02","Paid Notice: Deaths  SUSSMAN, MARVIN",-0.2
"826","2016-02-03","Johnny Manziel's Days With the Cleveland Browns Appear Numbered",0
"827","2016-02-03","David Boies's Dual Roles at Theranos Set Up Conflict",-0.142857142857143
"828","2016-02-03","Paid Notice: Deaths  MAIDMAN, GAIL",-0.2
"829","2016-02-03","Magic Leap, an Augmented Reality Firm, Raises $793 Million",0.285714285714286
"830","2016-02-03","The N.F.L.'s Tragic C.T.E. Roll Call",0
"831","2016-02-03","Student Question | Have You Experienced Racism or Other Kinds of Discrimination in School?",-0.142857142857143
"832","2016-02-03","Cuban-American Exile Up North",-0.333333333333333
"833","2016-02-03","Verbatim: Chris Christie Foresees an Easy Time With Hillary Clinton",0.125
"834","2016-02-03","Wanted: Temporary Foster Homes for Newborns",0.2
"835","2016-02-03","New Offensive by Assad's Forces Overshadows Syria Peace Talks",-0.125
"836","2016-02-03","Devils Squeak by Rangers and Move Closer to Second",-0.166666666666667
"837","2016-02-03","1916: Plot to Kill China&#8217;s Ruler",-0.5
"838","2016-02-03","Iowa Votes, and the World Weighs In",0
"839","2016-02-03","Marissa Mayer Sets Yahoo on Streamlined Course",0
"840","2016-02-03","At Blinn College, Cam Newton Plotted a Return to the Big Time",0
"841","2016-02-03","Israel and the U.N. Chief: A Clash of Perspectives",-0.25
"842","2016-02-03","Corporate Bribery Cases and Fines Fell in 2015, Report Shows",-0.142857142857143
"843","2016-02-03","'Human Sacrifice': Debating Football's Future",0
"844","2016-02-03","Where to Watch Samba (and Rest) in Rio de Janeiro",0.2
"845","2016-02-03","Leicester City Tops Liverpool, and Keeps On Dreaming of Title",0
"846","2016-02-03","Brock Nelson Scores His 20th Goal as Islanders Defeat the Wild",-0.285714285714286
"847","2016-02-03","A Memorable Fillet of Sole, With a Touch of Color",0.2
"848","2016-02-03","Jeb Bush Plans Family Reunion (and Campaigning) in South Carolina",0.125
"849","2016-02-03","Daily Report: Yahoo&#8217;s Multipronged Turnaround Strategy",0
"850","2016-02-03","Gun Tests and Tears at Officer Peter Liang's Trial in Killing",-0.375
"851","2016-02-04","With Sumner Redstone Out at CBS, Viacom Girds for a Tricky Transition",0
"852","2016-02-04","Review: 'Animals,' an Animated Comedy From the Duplass Brothers",0.333333333333333
"853","2016-02-04","Service Companies' Growth Slowed in January",0
"854","2016-02-04","How Politics Has Poisoned Islam",0
"855","2016-02-04","How Ted Cruz Sees the World",0
"856","2016-02-04","Clinton's Email Habits: Careless or Criminal?",-0.4
"857","2016-02-04","Street Style at New York Fashion Week: Men's",0.142857142857143
"858","2016-02-04","Black Lives Matter Activist Jumps Into Baltimore Mayoral Fray",0.125
"859","2016-02-04","Ex-Prosecutor's Job: Flag N.F.L. Players",0
"860","2016-02-04","In New Hampshire, an Anxious Political Landscape as Voting Nears",0
"861","2016-02-04","An Emotional Ted Cruz Talks of the Overdose Death of His Half Sister",-0.125
"862","2016-02-04","For Men's New York Fashion Week, Exhibitions and Sales",0.142857142857143
"863","2016-02-04","Israeli Police Officer Is Killed in Attack by 3 Palestinians in Jerusalem",-0.285714285714286
"864","2016-02-04","In 'Serial' Case, Adnan Syed's Hearing for Retrial Is Underway",0
"865","2016-02-04","Living With Cancer: A Woman Like Me",0.25
"866","2016-02-04","John Elliott: Fall 2016",-0.333333333333333
"867","2016-02-04","John Kasich Needs a Big Showing in New Hampshire, but He&#8217;s Not Sweating It",-0.222222222222222
"868","2016-02-04","2 Questions for Bernie Sanders",-0.333333333333333
"869","2016-02-04","Paid Notice: Deaths  GREENBERG, KENNETH ALAN",-0.166666666666667
"870","2016-02-04","Paid Notice: Deaths  KOHNOP, PEARL",-0.2
"871","2016-02-04","Your Thursday Briefing: Syria, Martin Shkreli, Facebook",0
"872","2016-02-04","Orley: Fall 2016",-0.5
"873","2016-02-04","Newcastle Loses to Everton",-0.333333333333333
"874","2016-02-04","What the Government Gets Wrong, According to Americans",-0.2
"875","2016-02-04","Daily Report: The Mystery of Amazon&#8217;s Bookstores",0
"876","2016-02-05","The Week on Instagram",0
"877","2016-02-05","Goodness Gracious, Fireballs in February",0.5
"878","2016-02-05","Paid Notice: Deaths  ROTH, SHIRLEY KARP",-0.166666666666667
"879","2016-02-05","Your Photos of a Place Seen #ThroughFreshEyes",0
"880","2016-02-05","A Celebration of the City's Water, Alligators Included",0.2
"881","2016-02-05","Deadpool: Meet the Prime Mover Behind the Mercenary",0.333333333333333
"882","2016-02-05","Paid Notice: Deaths  MAIDMAN, GAIL ANN LOWE",-0.285714285714286
"883","2016-02-05","Hillary Clinton Raises Her Voice, and a Debate Over Speech and Sexism Rages",-0.375
"884","2016-02-05","Donald Trump Gets Snowed Out",-0.25
"885","2016-02-05","Fact Check: N.H. Democratic Debate",-0.25
"886","2016-02-05","On Freeing a Child to Be Creative",0.666666666666667
"887","2016-02-05","Review: Craig Finn and a Bleak Vision of America at the Appel Room",-0.125
"888","2016-02-05","Your Friday Briefing",0
"889","2016-02-05","Seeing a Business Opportunity for Firms&#8217; Outside Overseers ",0.166666666666667
"890","2016-02-05","New Hampshire Clash: Clinton vs. Sanders",-0.2
"891","2016-02-05","Spare Times for Feb. 5-11",0.333333333333333
"892","2016-02-05","A Mishandled Concussion Leads to a Review of Protocol",0
"893","2016-02-05","10 Indian Soldiers Feared Dead in Avalanche on Himalayan Glacier",-0.285714285714286
"894","2016-02-05","New York Times Co. Announces Newsroomwide Strategy Review",0
"895","2016-02-05","Paid Notice: Deaths  MAIDMAN, GAIL ANN LOWE",-0.285714285714286
"896","2016-02-05","Teenagers in The Times | January, 2016",0
"897","2016-02-05","The N.F.L.'s Next Play: Address Brain Trauma or Fade Away",0
"898","2016-02-05","Six Degrees of Separation? Facebook Finds a Smaller Number",0
"899","2016-02-05","A Waterfront Route to Serve the Poor, Not Just the Wealthy",-0.166666666666667
"900","2016-02-05","'Laura Poitras: Astro Noise' Examines Surveillance and the New Normal",0
"901","2016-02-06","The Word of God, Per Black Ministers, Now Available Online",0.25
"902","2016-02-06","Zika virus",0
"903","2016-02-06","Syrian Forces Press Aleppo, Sending Thousands Fleeing",-0.428571428571429
"904","2016-02-06","Review: 'Broadway &amp; the Bard' Serves Delicious Combos",-0.142857142857143
"905","2016-02-06","Conflicting Economic Indicators Challenge Fed's Policy Makers",-0.142857142857143
"906","2016-02-06","Sports Sharpen the Presidential Image",0
"907","2016-02-06","Pentagon Releases Small Portion of Photos From Detainee Abuse Cases",-0.125
"908","2016-02-06","Terrorism Suspects Are Posing as Refugees, Germany Says",-0.5
"909","2016-02-06","Super Bowl I Recording Linked to Job Repairing Tape Machines",0.25
"910","2016-02-06","Paid Notice: Deaths  FADEM, EDNA MAE",-0.166666666666667
"911","2016-02-06","Agencies Battle Over What Is 'Top Secret' in Hillary Clinton's Emails",-0.285714285714286
"912","2016-02-06","New Stanford President Has Biotech Connection ",0.2
"913","2016-02-06","Eddie DeBartolo Jr., a Gifted but Flawed Human Being, Seeks a Spot Among the Immortals",0.111111111111111
"914","2016-02-06","LinkedIn Stock Sinks After Revenue Falls Short",-0.333333333333333
"915","2016-02-06","Review: In 'Washer/Dryer,' a Marriage Goes Through the Spin Cycle",0.166666666666667
"916","2016-02-06","Edgar D. Mitchell, Sixth Moonwalking Astronaut, Dies at 85",-0.166666666666667
"917","2016-02-06","'Cyanotypes: Photography's Blue Period'",0
"918","2016-02-06","Three Big Questions on the Job Market, and How January's Numbers Answer Them",-0.125
"919","2016-02-06","Burberry Announces a See Now/Buy Now System for New Collections",0
"920","2016-02-06","A Philanthropist Drills Down to Discover Why Programs Work",0
"921","2016-02-06","What to Watch Saturday",0
"922","2016-02-06","Bernie Sanders's Kibbutz Found. Surprise: It's Socialist.",0
"923","2016-02-06","What 74 Years of Crossword History Says About the Language We Use",0.166666666666667
"924","2016-02-06","Nets Unleash 18 3-Pointers in Home Win",0
"925","2016-02-06","U.S. Export Sales Fell 4.8% in 2015",0
"926","2016-02-07","Danny Meyer Thinks Tipping Is Socialist",0
"927","2016-02-07","Paid Notice: Deaths  GILLETTE, JOAN",-0.2
"928","2016-02-07","Fabio Luisi's Future Looks Bright, Wherever It Is",0.166666666666667
"929","2016-02-07","21st-Century Music Rises on Three Stages",0
"930","2016-02-07","Teaching a Medieval Russian Martial Art in a Flatiron Basement",0.142857142857143
"931","2016-02-07","Paid Notice: Deaths  HARPER, ELINOR",-0.2
"932","2016-02-07","Caroline Wilson, George Kaufman",0
"933","2016-02-07","With This Tattoo, I Thee Wed",0
"934","2016-02-07","Chinese Zookeepers on the Year of the Monkey",0
"935","2016-02-07","Review: Local and Fresh Without the Pretense at Mill Street Bar &amp; Table",-0.1
"936","2016-02-07","El Salvador Arrests Ex-Military Officers in 1989 Jesuit Killings",-0.166666666666667
"937","2016-02-07","Decisive Win Over Manchester City Shows Leicester's Dominance Is No Accident",-0.25
"938","2016-02-07","Farhad and Mike's Week in Tech: Start-Ups and the Circle of Life",-0.142857142857143
"939","2016-02-07","Bohemia's Secret Spot for Cross-Country Skiing",-0.4
"940","2016-02-07","In Republican Debate, Rivals Jab at Marco Rubio to Try to Slow His Rise",-0.333333333333333
"941","2016-02-07","Samantha Bee Takes Her Place on Late Night",0
"942","2016-02-07","Antics Aside, Terrell Owens Stands Out for His Achievements",0.333333333333333
"943","2016-02-07","On the Market in New York City",0
"944","2016-02-07","How to Watch the G.O.P. Debate",-0.333333333333333
"945","2016-02-07","Paid Notice: Deaths  SPELMAN, LAURENCE A.",-0.2
"946","2016-02-07","In Iowa, Voting Science at Work",0
"947","2016-02-07","The Last of the Bushes",0
"948","2016-02-07","'Paradise Now: The Story of American Utopianism,' by Chris Jennings",0.142857142857143
"949","2016-02-07","For Deon Cole, the Comedy Keeps Him Busy",0.2
"950","2016-02-07","Paid Notice: Deaths  KRUPP, ROSALIND MEHR",-0.166666666666667
"951","2016-02-08","Super Bowl Ads Play It Safe, Sticking to the Script",0.333333333333333
"952","2016-02-08","Marco Rubio Skips a Burger, but Not a Chance to Counterattack Chris Christie",0
"953","2016-02-08","Credit Suisse C.E.O. Asks for a Cut in His Bonus",0.166666666666667
"954","2016-02-08","How to Watch Super Bowl 50",0.333333333333333
"955","2016-02-08","Marco Rubio, Lampooned for Repeating Himself, Does It Again",0
"956","2016-02-08","Flor Garduno's Visions in Black-and-White",0
"957","2016-02-08","Gardens and Housing",0
"958","2016-02-08","The Saga of Julian Assange",0
"959","2016-02-08","Tagore Translation Deemed Racy Is Pulled From Stores in China",0
"960","2016-02-08","Super Bowl M.V.P. Von Miller, No. 2 in 2011 Draft, Comes Out on Top of No. 1",0.25
"961","2016-02-08","The Republicans in New Hampshire, Angry and Afraid",-0.4
"962","2016-02-08","Italian Student's Brutal Killing May Be Issue in Egypt-U.S. Meetings",-0.125
"963","2016-02-08","Congress Declines to Hear Obama&#8217;s Budget Proposal in Person",-0.142857142857143
"964","2016-02-08","Review: Jeffrey E. Stern's 'The Last Thousand' Explores the Mission of a Struggling Afghan School",-0.2
"965","2016-02-08","Donald Trump Denies Saying What He Said About John McCain",-0.142857142857143
"966","2016-02-08","Robin Chandler Duke, Philanthropist Who Championed Women's Rights, Dies at 92",0.125
"967","2016-02-08","Flash-Free Video in 2016",0
"968","2016-02-08","Review: Zurich Ballet's 'Swan Lake' Looks to a Classic Version From Long Ago",0.1
"969","2016-02-08","Paid Notice: Deaths  SMITH, PHILIP BATTERMAN",-0.166666666666667
"970","2016-02-08","Delfina Delettrez Fendi's Whimsical Jewelry - and Many Inspirations",0.285714285714286
"971","2016-02-08","Geneva, a City of Diplomacy, Brims With Totems of Peace and War",0
"972","2016-02-08","West Bank Settlers' Listings on Airbnb Draw Palestinian Anger",-0.125
"973","2016-02-08","Sluggish Chris Paul Finishes Hot as Clippers Defeat Heat",-0.375
"974","2016-02-08","7 Trends From a Month of Men's Fashion Shows",0
"975","2016-02-08","Congress's Visa Law Is Un-American",0.25
"976","2016-02-09","Two Turntables and a Keytar: The Night Herbie Hancock Rocked the Grammys",0
"977","2016-02-09","Washington: Gun Charges for Man Said to Back Isis",0
"978","2016-02-09","Quotation of the Day",0
"979","2016-02-09","John Kasich Really Wants to Win New Hampshire",0
"980","2016-02-09","Next! Kurt Rambis Is the Knicks' Coach for Now",0
"981","2016-02-09","At Ski Resorts, Meetings Fill Rooms When Snow Is Scant",0.285714285714286
"982","2016-02-09","Experience Science: Count Birds From Your Backyard",0.2
"983","2016-02-09","Paid Notice: Deaths  FENNESSY, EAMON",-0.2
"984","2016-02-09","Paid Notice: Deaths  VAN HULSTEYN, GRACE GIBSON",0
"985","2016-02-09","Chesapeake Energy Plagued by Plunging Shares",0
"986","2016-02-09","Sanders Supporters React to N.H. Results",0.25
"987","2016-02-09","Wheaton College and Professor to 'Part Ways' After Her Remarks on Muslims",0.142857142857143
"988","2016-02-09","Paid Notice: Deaths  ORGELFINGER, CAROLINE MARY",-0.166666666666667
"989","2016-02-09","New, Reading-Heavy SAT Has Students Worried",-0.2
"990","2016-02-09","Morning Agenda: Investor Nervousness Over Banking Giants",-0.166666666666667
"991","2016-02-09","The Horrors of Boko Haram",-0.333333333333333
"992","2016-02-09","Cam Newton, Sacked Six Times, Brings Himself Down",0
"993","2016-02-09","The Twain Shall Meet",0.333333333333333
"994","2016-02-09","Flor Garduno&#8217;s Vision in Black-and-White",0
"995","2016-02-09","Review: Jon Kinzel's 'Atlantic Terminus,' in Which Dance and Visual Art Converge",0.333333333333333
"996","2016-02-09","Union for U.S. Women's Soccer Team Files Response in Lawsuit",0.142857142857143
"997","2016-02-09","I Miss Barack Obama",-0.333333333333333
"998","2016-02-09","Californians Fight Over Whether Coast Should Be Rugged or Refined",0
"999","2016-02-09","Bonds on the Run",-0.5
"1000","2016-02-09","Unsafe Lead Levels in Tap Water Not Limited to Flint",-0.142857142857143
"1001","2016-02-10","Llama Inn Lights the Way to Peru by Way of Williamsburg",0.142857142857143
"1002","2016-02-10","Behind the Scenes With Six of Fashion Week's Emerging Designers",0
"1003","2016-02-10","Quotation of the Day",0
"1004","2016-02-10","1941: Britain Breaks With Rumania",-0.333333333333333
"1005","2016-02-10","New York City Police Reorganizing to Focus More on Gangs",0
