"","pub_date","main","score"
"71","2013-01-03",NA,NA
"72","2013-01-03","A Soaring Homicide Rate, a Divide in Chicago",-0.2
"73","2013-01-03",NA,NA
"74","2013-01-03",NA,NA
"75","2013-01-03",NA,NA
"76","2013-01-04",NA,NA
"77","2013-01-04",NA,NA
"78","2013-01-04",NA,NA
"79","2013-01-04",NA,NA
"80","2013-01-04",NA,NA
"81","2013-01-04",NA,NA
"82","2013-01-04",NA,NA
"83","2013-01-04",NA,NA
"84","2013-01-04",NA,NA
"85","2013-01-04","Attacks in Iraq Kill at Least 32 Pilgrims",-0.4
"86","2013-01-04",NA,NA
"87","2013-01-04",NA,NA
"88","2013-01-04",NA,NA
"89","2013-01-04",NA,NA
"90","2013-01-04",NA,NA
"91","2013-01-04","The Many Sides of Ray Lewis - Leading Off",0.2
"92","2013-01-04","Bill Richardson and Google's Eric Schmidt Are Advised Not to Visit North Korea",0.111111111111111
"93","2013-01-04",NA,NA
"94","2013-01-04",NA,NA
"95","2013-01-04","Suffering Fools Gladly",-0.333333333333333
"96","2013-01-04","Debt Deal Fails to Allay Fears on U.S. Global Power",-0.285714285714286
"97","2013-01-04",NA,NA
"98","2013-01-04",NA,NA
"99","2013-01-04",NA,NA
"100","2013-01-04",NA,NA
"101","2013-01-05","Scare Amplifies Fears That Clinton's Work Has Taken Heavy Toll",-0.125
"102","2013-01-05","Crackdowns Make Fleeing North Korea Harder",-0.166666666666667
"103","2013-01-05","After Fiscal Deal, Tax Code May Be Most Progressive Since 1979",0
"104","2013-01-05","Google Finds a Line Between 'Aggressive' and 'Evil'",-0.4
"105","2013-01-05","Congolese Peace Talks Threaten to Stall",0
"106","2013-01-05",NA,NA
"107","2013-01-05","Massachusetts Plans Stricter Control of Compounding Pharmacies",0
"108","2013-01-05",NA,NA
"109","2013-01-05","Nepal: Arrest by Britain Protested",-0.25
"110","2013-01-05","Pregnancy Centers Gain Influence in Anti-Abortion Fight",0
"111","2013-01-05",NA,NA
"112","2013-01-05",NA,NA
"113","2013-01-05",NA,NA
"114","2013-01-05",NA,NA
"115","2013-01-05",NA,NA
"116","2013-01-05",NA,NA
"117","2013-01-05",NA,NA
"118","2013-01-05",NA,NA
"119","2013-01-05","Seizures of Illegal Ivory Are Rising in Hong Kong",-0.166666666666667
"120","2013-01-05","Global Manufacturing Edges Up, Except in Europe",-0.4
"121","2013-01-05",NA,NA
"122","2013-01-05",NA,NA
"123","2013-01-05","Some Schools Buy New Chairs, in a Break With the Past",0
"124","2013-01-05","Brazil: State to Make Addicts Get Help",-0.166666666666667
"125","2013-01-05","Congress Passes $9.7 Billion in Relief for Hurricane Sandy Victims",0.142857142857143
"126","2013-01-06",NA,NA
"127","2013-01-06","Letters: Income, Taxes and Math",-0.25
"128","2013-01-06",NA,NA
"129","2013-01-06",NA,NA
"130","2013-01-06",NA,NA
"131","2013-01-06","In Emotional Season, the Colts Never Broke",-0.2
"132","2013-01-06","Despite New Health Law, Some See Sharp Rise in Premiums",0.375
"133","2013-01-06","Serena Williams Wins Tuneup for the Australian Open",0.166666666666667
"134","2013-01-06","A Drive in the Suburbs Feels Like a '60s Vacation",0
"135","2013-01-06",NA,NA
"136","2013-01-06",NA,NA
"137","2013-01-06","Hall of Fame Tally on Bonds and Clemens Will Offer Verdict on Steroids",0.333333333333333
"138","2013-01-06",NA,NA
"139","2013-01-06","Frances Shechter, Jason Raede - Weddings",0
"140","2013-01-06",NA,NA
"141","2013-01-06","McChrystal Book Details Tensions With Obama",-0.2
"142","2013-01-06","Vows &mdash; Lucy Caldwell and David McDevitt",0
"143","2013-01-06","Rajon Rondo's Triple-Double Rallies Celtics Over Hawks",0.166666666666667
"144","2013-01-06","The Staging of Ralph Ellison's 'Invisible Man'",0
"145","2013-01-06","Anthony's 40 Points Send Knicks Past Magic",0
"146","2013-01-06","Renting Someone Else's Home for a Dream Wedding",0
"147","2013-01-06",NA,NA
"148","2013-01-06","What Will the Economy's New 'Normal' Look Like in 2013?",0.5
"149","2013-01-06","New DVDs: 'Buster Keaton Collection,' 'The Jazz Singer'",0
"150","2013-01-06",NA,NA
"151","2013-01-07",NA,NA
"152","2013-01-07","Seinfeld to Continue 'Comedians in Cars Getting Coffee'",0
"153","2013-01-07",NA,NA
"154","2013-01-07",NA,NA
"155","2013-01-07",NA,NA
"156","2013-01-07",NA,NA
"157","2013-01-07",NA,NA
"158","2013-01-07",NA,NA
"159","2013-01-07","Seahawks&#8217; Lynch Atones for Fumble With Decisive Touchdown",-0.166666666666667
"160","2013-01-07","South Africa: 400 Troops Headed to Central African Republic",0
"161","2013-01-07",NA,NA
"162","2013-01-07",NA,NA
"163","2013-01-07",NA,NA
"164","2013-01-07",NA,NA
"165","2013-01-07",NA,NA
"166","2013-01-07",NA,NA
"167","2013-01-07",NA,NA
"168","2013-01-07",NA,NA
"169","2013-01-07",NA,NA
"170","2013-01-07",NA,NA
"171","2013-01-07","Lewis and Ravens Eliminate Colts",-0.25
"172","2013-01-07","Tony Lip, Actor in 'The Sopranos,' Dies at 82",-0.2
"173","2013-01-07",NA,NA
"174","2013-01-07",NA,NA
"175","2013-01-07",NA,NA
"176","2013-01-08",NA,NA
"177","2013-01-08",NA,NA
"178","2013-01-08","Questions for Mississippi Doctor After Thousands of Autopsies",-0.2
"179","2013-01-08","Chicago Public Schools Faulted on Assessing Learning Disabilities",-0.142857142857143
"180","2013-01-08","Dreaming and Driving",-0.5
"181","2013-01-08",NA,NA
"182","2013-01-08","Mixing and Matching to Create the Near-Perfect Digital Calendar - State of the Art",0.25
"183","2013-01-08",NA,NA
"184","2013-01-08","Clippers' Jamal Crawford Is Still Firing Away",-0.166666666666667
"185","2013-01-08",NA,NA
"186","2013-01-08",NA,NA
"187","2013-01-08",NA,NA
"188","2013-01-08",NA,NA
"189","2013-01-08","JOE LOVANO US FIVE",0
"190","2013-01-08",NA,NA
"191","2013-01-08",NA,NA
"192","2013-01-08",NA,NA
"193","2013-01-08","Under Turkish Mud, Well-Preserved Byzantine Chapel",0
"194","2013-01-08",NA,NA
"195","2013-01-08",NA,NA
"196","2013-01-08",NA,NA
"197","2013-01-08",NA,NA
"198","2013-01-08",NA,NA
"199","2013-01-08",NA,NA
"200","2013-01-08","Cuomo to Order Hospitals to Use New Sepsis Procedures",0.285714285714286
"201","2013-01-09","Brent Musburger Criticized for Remarks About Miss Alabama",-0.166666666666667
"202","2013-01-09","Claude-Anne Lopez, Expert on Franklin, Dies at 92",0
"203","2013-01-09","Obama Nominees in Step on Light Footprint",0.2
"204","2013-01-09",NA,NA
"205","2013-01-09","The Scene of an Accident at Pier 11",-0.333333333333333
"206","2013-01-09",NA,NA
"207","2013-01-09",NA,NA
"208","2013-01-09","The Market and Mother Nature",0.333333333333333
"209","2013-01-09",NA,NA
"210","2013-01-09",NA,NA
"211","2013-01-09",NA,NA
"212","2013-01-09","Douglas Kennedy, Cleared in Hospital Scuffle, Sues Nurses",0.285714285714286
"213","2013-01-09",NA,NA
"214","2013-01-09",NA,NA
"215","2013-01-09","Wolf Population Draws Hunters in Siberia",0
"216","2013-01-09","Hold the Butter; Healthy Food Served Here",0
"217","2013-01-09","'Downton Abbey' Audience Swells for Season's First Episode",0
"218","2013-01-09","Invitation to a Dialogue: A Proposal to Enlarge the House",0.2
"219","2013-01-09",NA,NA
"220","2013-01-09",NA,NA
"221","2013-01-09","As Asian-Americans&#8217; Numbers Grow, So Does Their Philanthropy",0
"222","2013-01-09","Dolcetto, the Shy Italian &mdash; Wines of The Times",0
"223","2013-01-09",NA,NA
"224","2013-01-09","A Financial Service for People Fed Up With Banks",-0.4
"225","2013-01-09",NA,NA
"226","2013-01-10",NA,NA
"227","2013-01-10",NA,NA
"228","2013-01-10",NA,NA
"229","2013-01-10",NA,NA
"230","2013-01-10","Washington National Cathedral to Hold Same-Sex Weddings",0
"231","2013-01-10",NA,NA
"232","2013-01-10",NA,NA
"233","2013-01-10",NA,NA
"234","2013-01-10","Generation LGBTQIA",0.5
"235","2013-01-10",NA,NA
"236","2013-01-10",NA,NA
"237","2013-01-10","Tunisian Style Baked Cauliflower Frittata - Recipes for Health",0.142857142857143
"238","2013-01-10",NA,NA
"239","2013-01-10","'Y' by Majorie Celona",0
"240","2013-01-10","No Players Elected to Baseball Hall of Fame",0.2
"241","2013-01-10",NA,NA
"242","2013-01-10",NA,NA
"243","2013-01-10",NA,NA
"244","2013-01-10",NA,NA
"245","2013-01-10",NA,NA
"246","2013-01-10",NA,NA
"247","2013-01-10",NA,NA
"248","2013-01-10",NA,NA
"249","2013-01-10",NA,NA
"250","2013-01-10",NA,NA
"251","2013-01-11","'Quartet,' Directed by Dustin Hoffman",0
"252","2013-01-11",NA,NA
"253","2013-01-11",NA,NA
"254","2013-01-11",NA,NA
"255","2013-01-11",NA,NA
"256","2013-01-11",NA,NA
"257","2013-01-11",NA,NA
"258","2013-01-11","Jeanne Manford, Gay-Rights Advocate, Dies at 92",-0.2
"259","2013-01-11",NA,NA
"260","2013-01-11","Baseball and Union Agree to In-Season Blood Testing for H.G.H.",0
"261","2013-01-11","Ski Jumper Janne Ahonen of Finland to Come Out of Retirement",0
"262","2013-01-11",NA,NA
"263","2013-01-11",NA,NA
"264","2013-01-11","Shutout in Cooperstown",0
"265","2013-01-11",NA,NA
"266","2013-01-11",NA,NA
"267","2013-01-11",NA,NA
"268","2013-01-11","Notre Dame Is No. 1, Computer Ranking Says",0
"269","2013-01-11","As Protest Ends, Chinese Censorship Battle Remains",-0.5
"270","2013-01-11",NA,NA
"271","2013-01-11",NA,NA
"272","2013-01-11",NA,NA
"273","2013-01-11",NA,NA
"274","2013-01-11","El Anatsui: 'Pot of Wisdom'",0.333333333333333
"275","2013-01-11","Hagel's Senate Confirmation Will Be Short on Old Allies",0.142857142857143
"276","2013-01-12",NA,NA
"277","2013-01-12",NA,NA
"278","2013-01-12","Luongo Arrives in Vancouver but May Not Stay Long",0
"279","2013-01-12","How to Shoot a Gun",-1
"280","2013-01-12","China: Landslide Buries a Rural Village",-0.2
"281","2013-01-12","Nets Rout Suns With Third Quarter Blitz",0
"282","2013-01-12","Agnieszka Radwanska Wins Second Straight WTA Title",0.142857142857143
"283","2013-01-12","Hawks Rally From 15-Point Second-Half Deficit to Top Visiting Jazz",-0.125
"284","2013-01-12","Jerome Isaac Gets 50-Year Sentence for Burning Woman",-0.428571428571429
"285","2013-01-12",NA,NA
"286","2013-01-12","Abby Wambach to Play for Western New York Flash",0.142857142857143
"287","2013-01-12",NA,NA
"288","2013-01-12","Rejected Disability Claims in Queens May Be Reheard",-0.333333333333333
"289","2013-01-12","Is This the Afghan War&#8217;s Last Chapter?",-0.25
"290","2013-01-12","Palestinians Set Up Camp in Israeli-Occupied West Bank Territory",0
"291","2013-01-12","Pakistanis Protest the Killing of 86 Shiites",-0.5
"292","2013-01-12","No Jail Time for Doctor, 85, Guilty of Drug Charge",-0.5
"293","2013-01-12","The Flu. Who Knew?",0
"294","2013-01-12","National World War II Museum, in New Orleans, Expands",-0.142857142857143
"295","2013-01-12","Gilberto Valle, Officer Held in Kidnapping Plot, Balks at Jail Transfer",-0.444444444444444
"296","2013-01-12","Cuomo's Spokesman, Josh Vlasto, to Become His Chief of Staff",0
"297","2013-01-12",NA,NA
"298","2013-01-12","Golden Globe Awards Have New Stature",0.4
"299","2013-01-12",NA,NA
"300","2013-01-12","With 49ers, Teacher's Grade Hinges on Student's Playoff Test",0
"301","2013-01-13",NA,NA
"302","2013-01-13",NA,NA
"303","2013-01-13","Sensitivity About Describing Hairstyles &ndash; Social Q&#8217;s",0.2
"304","2013-01-13",NA,NA
"305","2013-01-13","39 East 74th Street - Warmly Renovated in Homage to Blue",0.5
"306","2013-01-13",NA,NA
"307","2013-01-13","South Street Seaport Has Begun Storm Recovery",-0.166666666666667
"308","2013-01-13",NA,NA
"309","2013-01-13","Modern Love - Friends Without Benefits",0.8
"310","2013-01-13","'Five Myths About Nuclear Weapons,' and More",0
"311","2013-01-13",NA,NA
"312","2013-01-13",NA,NA
"313","2013-01-13",NA,NA
"314","2013-01-13","'Jinx,' by Sage Blackwood",0.333333333333333
"315","2013-01-13","New York Real Estate Question and Answer",0
"316","2013-01-13","French Airstrikes Push Back Islamist Rebels in Mali",-0.142857142857143
"317","2013-01-13","In Two New Books, Strategic Advice Before You Invest",0
"318","2013-01-13",NA,NA
"319","2013-01-13","New on DVD: 'Ashanti' and 'Wake in Fright'",-0.2
"320","2013-01-13","Knicks Use Day of Rest to Focus on Defense",0.333333333333333
"321","2013-01-13","A Review of Italian-Kitchen, in Ardsley",0
"322","2013-01-13",NA,NA
"323","2013-01-13",NA,NA
"324","2013-01-13","Is Delhi So Different From Steubenville?",-0.333333333333333
"325","2013-01-13","Mutual Funds Aren&#8217;t Wielding Much Power Over Executive Pay",0.125
"326","2013-01-14",NA,NA
"327","2013-01-14","&#8216;The Men Dancers: From the Horse&#8217;s Mouth&#8217; at 14th Street Y",0
"328","2013-01-14",NA,NA
"329","2013-01-14","Bomb Kills 14 Pakistani Soldiers in Tribal Area",-0.333333333333333
"330","2013-01-14","Falcons Escape Against Seahawks",0
"331","2013-01-14",NA,NA
"332","2013-01-14","&#8216;W. S. Gilbert and Broadway He Inspired&#8217; at 92nd Street Y",0.25
"333","2013-01-14",NA,NA
"334","2013-01-14",NA,NA
"335","2013-01-14",NA,NA
"336","2013-01-14",NA,NA
"337","2013-01-14",NA,NA
"338","2013-01-14",NA,NA
"339","2013-01-14","&#8216;Going Clear,&#8217; by Lawrence Wright, Examines Scientology",0.2
"340","2013-01-14","'South Park' Creators to Start Company, Important Studios",0.285714285714286
"341","2013-01-14",NA,NA
"342","2013-01-14",NA,NA
"343","2013-01-14",NA,NA
"344","2013-01-14","Guns, Maps and Disturbing Data",-0.5
"345","2013-01-14",NA,NA
"346","2013-01-14",NA,NA
"347","2013-01-14","Protesters in Paris March Against Gay Marriage",0.2
"348","2013-01-14",NA,NA
"349","2013-01-14",NA,NA
"350","2013-01-14","Thousands of Russians Rally Against Adoption Ban",0.2
"351","2013-01-15",NA,NA
"352","2013-01-15",NA,NA
"353","2013-01-15",NA,NA
"354","2013-01-15",NA,NA
"355","2013-01-15",NA,NA
"356","2013-01-15",NA,NA
"357","2013-01-15","Assemblyman Lopez Returns to Albany After Scandal",0
"358","2013-01-15",NA,NA
"359","2013-01-15",NA,NA
"360","2013-01-15",NA,NA
"361","2013-01-15",NA,NA
"362","2013-01-15",NA,NA
"363","2013-01-15",NA,NA
"364","2013-01-15","Roche Hires Dr. John Reed to Lead Research Operations",0.142857142857143
"365","2013-01-15","Serena Williams Dominates Opener Despite Injury and Andy Murray Cruises to Win",0
"366","2013-01-15",NA,NA
"367","2013-01-15","When Mali's Democracy Ended, the Atrocities Followed",0
"368","2013-01-15",NA,NA
"369","2013-01-15",NA,NA
"370","2013-01-15",NA,NA
"371","2013-01-15","Some Hotel Companies and Airports Start to Offer Yoga",0.333333333333333
"372","2013-01-15",NA,NA
"373","2013-01-15",NA,NA
"374","2013-01-15",NA,NA
"375","2013-01-15",NA,NA
"376","2013-01-16","President Morsi's Repulsive Comments Against Jews",-0.2
"377","2013-01-16",NA,NA
"378","2013-01-16",NA,NA
"379","2013-01-16","Justices Say Home That Floats Is Not a Boat",0.2
"380","2013-01-16",NA,NA
"381","2013-01-16","Amazon Drives Upsurge in Seattle Office Market Activity",-0.142857142857143
"382","2013-01-16","Man Killed in Fall Between Subway Cars",-0.2
"383","2013-01-16",NA,NA
"384","2013-01-16","When Privatization Works, and Why It Doesn&#8217;t Always",0
"385","2013-01-16",NA,NA
"386","2013-01-16","Racial Politics and Miss America",0
"387","2013-01-16",NA,NA
"388","2013-01-16","John Cale at Brooklyn Academy of Music",0
"389","2013-01-16","Looting of Cholula Churches Stirs Locals to Action",0
"390","2013-01-16","Boeing 787s Are Grounded by Japanese Airlines",0
"391","2013-01-16","Italy Closes Consulate in Benghazi, Libya, After Ambush Attempt",-0.142857142857143
"392","2013-01-16",NA,NA
"393","2013-01-16",NA,NA
"394","2013-01-16","Tapes Reveal Different Side of Portland Bombing Suspect",-0.428571428571429
"395","2013-01-16",NA,NA
"396","2013-01-16","'Legit,' With Jim Jefferies, on FX",0
"397","2013-01-16","Tougher Gun Law in New York",0
"398","2013-01-16","Los Angeles Kings Look to Defend Their Title",0.166666666666667
"399","2013-01-16","Madagascar: President Opts Out of Race",-0.25
"400","2013-01-16","Giving Kumquats a Sweet Lift",0.5
"401","2013-01-17","Cameron to Outline a Recast European Role for Britain",0
"402","2013-01-17",NA,NA
"403","2013-01-17","John and Hank Green Bring Their Show to Carnegie Hall",-0.142857142857143
"404","2013-01-17",NA,NA
"405","2013-01-17","Madison Keys, American Tennis Player, Shows Power and Promise",0
"406","2013-01-17","Supreme Court Hears Argument on Cellphone Towers",0.166666666666667
"407","2013-01-17",NA,NA
"408","2013-01-17",NA,NA
"409","2013-01-17",NA,NA
"410","2013-01-17","Anthony Dean Griffey and Emalie Savoy at Morgan Library",0
"411","2013-01-17","Sales at Angela Adams, Love Adorned and Others",0.5
"412","2013-01-17","Some Baby Boomers Feel Less Irritated as They Age",-0.166666666666667
"413","2013-01-17","Mary Jane's High Chair",0
"414","2013-01-17",NA,NA
"415","2013-01-17",NA,NA
"416","2013-01-17",NA,NA
"417","2013-01-17",NA,NA
"418","2013-01-17",NA,NA
"419","2013-01-17",NA,NA
"420","2013-01-17",NA,NA
"421","2013-01-17",NA,NA
"422","2013-01-17","Bruised by Losses, a Mother&#8217;s Heart Soars Anew",-0.166666666666667
"423","2013-01-17",NA,NA
"424","2013-01-17",NA,NA
"425","2013-01-17","Rosie Herrera Dance Theater and Doug Varone at Joyce Theater",0.25
"426","2013-01-18",NA,NA
"427","2013-01-18",NA,NA
"428","2013-01-18","I.M.F. Director Says Global Recovery Is Not Yet Secure",0.142857142857143
"429","2013-01-18",NA,NA
"430","2013-01-18","A Far Cry, in the Schneider Concerts at Tishman Auditorium",0
"431","2013-01-18","Torrential Rains Paralyze Jakarta",-0.25
"432","2013-01-18","Lance Armstrong Confesses to Using Drugs but Without Details",0
"433","2013-01-18","The Site of the Kidnapping in Algeria",-0.333333333333333
"434","2013-01-18",NA,NA
"435","2013-01-18","Rangers Finalize Five-Year Deal With Matt Harrison",0
"436","2013-01-18","Angelique Kerber Defeats Madison Keys at Australian Open",0
"437","2013-01-18",NA,NA
"438","2013-01-18","Brooklyn Man Claims Police Beat Him and Used Antigay Slurs",0.125
"439","2013-01-18",NA,NA
"440","2013-01-18","&#8216;Umbrella&#8217; by Will Self",0.333333333333333
"441","2013-01-18","Christine Molnar, Who Led Children's Agency, Is Mourned",-0.166666666666667
"442","2013-01-18",NA,NA
"443","2013-01-18",NA,NA
"444","2013-01-18","Black Arts Movement Works at Brooklyn Museum",0.166666666666667
"445","2013-01-18","In Thailand, a Broader Definition of Insulting Royalty",0
"446","2013-01-18",NA,NA
"447","2013-01-18",NA,NA
"448","2013-01-18",NA,NA
"449","2013-01-18","Helping a River Flow",0
"450","2013-01-18","Gun Found in Child's Backpack at Queens Elementary School",-0.142857142857143
"451","2013-01-19",NA,NA
"452","2013-01-19","Married for 31 Years in Paradise",0.666666666666667
"453","2013-01-19",NA,NA
"454","2013-01-19","Music to Calm Fears",0
"455","2013-01-19",NA,NA
"456","2013-01-19","Algeria Militants Refuse to Surrender and Still Hold Hostages",-0.142857142857143
"457","2013-01-19",NA,NA
"458","2013-01-19","C. Ray Nagin, Former Mayor of New Orleans, Indicted on Corruption Charges",-0.333333333333333
"459","2013-01-19",NA,NA
"460","2013-01-19","Robert F. Chew, Actor on 'The Wire,' Dies at 52",-0.2
"461","2013-01-19",NA,NA
"462","2013-01-19",NA,NA
"463","2013-01-19","G.E. Profit Is Lifted by Jet Engines and Energy Equipment",0.166666666666667
"464","2013-01-19","Boone Logan and Yankees Agree to Contract and Avoid Arbitration",0
"465","2013-01-19",NA,NA
"466","2013-01-19","Lady Rizo, a k a Amelia Zirin-Brown, at Joe&#8217;s Pub",0
"467","2013-01-19","Nets Hold Off Hawks as Deron Williams Scores 24",0
"468","2013-01-19",NA,NA
"469","2013-01-19",NA,NA
"470","2013-01-19","Penguins' Sidney Crosby Healthy and Eager as N.H.L. Season Begins",0.25
"471","2013-01-19","&#8216;Magical,&#8217; by Annie Dorsen and Anne Juren, at New York Live Arts",0.333333333333333
"472","2013-01-19","Greg Roman Is the 49ers' Quarterback Whisperer",0
"473","2013-01-19","Elena Nikitina of Russia Wins World Cup Skeleton Race",-0.125
"474","2013-01-19",NA,NA
"475","2013-01-19","Larry Gagosian and Ronald Perelman in a New Legal Clash",0
"476","2013-01-20","Erica Dody, Jonathan Schwartz - Weddings",0
"477","2013-01-20",NA,NA
"478","2013-01-20","The Debt Ceiling and Beyond",0
"479","2013-01-20","Jessica Levin, Jason Colombo - Weddings",0
"480","2013-01-20","Sarah Kelemen, Solomon Garber - Weddings",0
"481","2013-01-20",NA,NA
"482","2013-01-20",NA,NA
"483","2013-01-20",NA,NA
"484","2013-01-20","The N.R.A.'s Diversionary Tactics",0.333333333333333
"485","2013-01-20","Jenn Sterger Takes a Different Path",-0.2
"486","2013-01-20",NA,NA
"487","2013-01-20",NA,NA
"488","2013-01-20",NA,NA
"489","2013-01-20","Roberto Castro Taps Family Tree of Fairways and Greens",0
"490","2013-01-20","The Gun Makers in Your Fund Portfolio",-0.25
"491","2013-01-20","'Where Is the Taking?'",0
"492","2013-01-20","Egyptian Court Drops Charges Against 379 in Street Protests",-0.333333333333333
"493","2013-01-20","Aria Vaughan, Randall Dass - Weddings",0
"494","2013-01-20","The Lights and Nights of Reykjavik",0.333333333333333
"495","2013-01-20","Godmother's Boyfriend Charged in Death of Long Island Boy",-0.285714285714286
"496","2013-01-20",NA,NA
"497","2013-01-20","'Foundation,' by Peter Ackroyd",0
"498","2013-01-20","When the Steak Sauce Makes the Meat",0
"499","2013-01-20","Antidoping Agencies Wait as Lance Armstrong Decides Next Move",-0.125
"500","2013-01-20","First-Term Promises Made, Kept and Broken",0.2
"501","2013-01-21",NA,NA
"502","2013-01-21",NA,NA
"503","2013-01-21","East Village Speaks Out Against New 7-Eleven",0
"504","2013-01-21",NA,NA
"505","2013-01-21",NA,NA
"506","2013-01-21",NA,NA
"507","2013-01-21","Texas Attorney General Invites New Yorkers to Bring Their Guns",0
"508","2013-01-21",NA,NA
"509","2013-01-21","Stan Musial, a Star Who Stood Out by Not Standing Out",0.4
"510","2013-01-21",NA,NA
"511","2013-01-21",NA,NA
"512","2013-01-21",NA,NA
"513","2013-01-21",NA,NA
"514","2013-01-21",NA,NA
"515","2013-01-21",NA,NA
"516","2013-01-21","N.T.S.B. Rules Out a Cause for Battery Fire on 787 Dreamliner",-0.166666666666667
"517","2013-01-21","787 Dreamliner Battery Problems Put Boeing on Edge",-0.333333333333333
"518","2013-01-21","Prime Minister David Cameron to Reschedule Europe Speech Soon",0.25
"519","2013-01-21",NA,NA
"520","2013-01-21",NA,NA
"521","2013-01-21",NA,NA
"522","2013-01-21",NA,NA
"523","2013-01-21",NA,NA
"524","2013-01-21","Police Say Sulfuric Acid Was Used in Attack on Sergei Filin",0
"525","2013-01-21",NA,NA
"526","2013-01-22",NA,NA
"527","2013-01-22",NA,NA
"528","2013-01-22","Yemen: Drone Strike Kills 3",-0.5
"529","2013-01-22",NA,NA
"530","2013-01-22",NA,NA
"531","2013-01-22","Obama Lays Out Liberal Vision at Inauguration",0.2
"532","2013-01-22","Merkel's Standing Takes a Hit in Local German Elections",0.142857142857143
"533","2013-01-22",NA,NA
"534","2013-01-22",NA,NA
"535","2013-01-22","Close-Knit Group of Players Could End Oilers' Postseason Drought",-0.142857142857143
"536","2013-01-22",NA,NA
"537","2013-01-22",NA,NA
"538","2013-01-22",NA,NA
"539","2013-01-22","Gov. Cuomo&#8217;s Megabucks",0
